STAB,STATE,COUNTY,CITY,METRO,,,,,,
TX,Texas,JASPER,Bleakwood,Kirbyville,,,,,,
TX,Texas,JASPER,Bon Ami,Kirbyville,,,,,,
TX,Texas,JASPER,Kirbyville,Kirbyville,,,,,,
TX,Texas,JASPER,Magnolia Spgs,Kirbyville,,,,,,
TX,Texas,JASPER,Magnolia Springs,Kirbyville,,,,,,
TX,Texas,JASPER,Mount Union,Kirbyville,,,,,,
TX,Texas,JASPER,Roganville,Kirbyville,,,,,,
TX,Texas,FREESTONE,Kirvin,Kirvin,,,,,,
TX,Texas,DELTA,Klondike,Klondike,,,,,,
TX,Texas,TOM GREEN,Knickerbocker,Knickerbocker,,,,,,
TX,Texas,UVALDE,Knippa,Knippa,,,,,,
TX,Texas,HOWARD,Knott,Knott,,,,,,
TX,Texas,KNOX,Knox City,Knox City,,,,,,
TX,Texas,BOSQUE,Brazos Point,Kopperl,,,,,,
TX,Texas,BOSQUE,Eulogy,Kopperl,,,,,,
TX,Texas,BOSQUE,Kimball,Kopperl,,,,,,
TX,Texas,BOSQUE,Kopperl,Kopperl,,,,,,
TX,Texas,LIMESTONE,Alto Springs,Kosse,,,,,,
TX,Texas,LIMESTONE,Denny,Kosse,,,,,,
TX,Texas,LIMESTONE,Headsville,Kosse,,,,,,
TX,Texas,LIMESTONE,Kosse,Kosse,,,,,,
TX,Texas,HARDIN,Honey Island,Kountze,,,,,,
TX,Texas,HARDIN,Kountze,Kountze,,,,,,
TX,Texas,SWISHER,Kress,Kress,,,,,,
TX,Texas,DENTON,Krum,Krum,,,,,,
TX,Texas,BRAZOS,Kurten,Kurten,,,,,,
TX,Texas,HAYS,Kyle,Kyle,,,,,,
TX,Texas,HAYS,Niederwald,Kyle,,,,,,
TX,Texas,HAYS,Uhland,Kyle,,,,,,
TX,Texas,HIDALGO,La Blanca,La Blanca,,,,,,
TX,Texas,MEDINA,La Coste,La Coste,,,,,,
TX,Texas,CAMERON,La Feria,La Feria,,,,,,
TX,Texas,CAMERON,Lafkin,La Feria,,,,,,
TX,Texas,FAYETTE,Ammansville,La Grange,,,,,,
TX,Texas,FAYETTE,Halsted,La Grange,,,,,,
TX,Texas,FAYETTE,Holman,La Grange,,,,,,
TX,Texas,FAYETTE,La Grange,La Grange,,,,,,
TX,Texas,FAYETTE,Mullins Prairie,La Grange,,,,,,
TX,Texas,FAYETTE,Oquinn,La Grange,,,,,,
TX,Texas,FAYETTE,Rabbs Prairie,La Grange,,,,,,
TX,Texas,FAYETTE,Rutersville,La Grange,,,,,,
TX,Texas,FAYETTE,Winchester,La Grange,,,,,,
TX,Texas,HIDALGO,La Joya,La Joya,,,,,,
TX,Texas,GALVESTON,La Marque,La Marque,,,,,,
TX,Texas,HARRIS,La Porte,La Porte,,,,,,
TX,Texas,HARRIS,Lomax,La Porte,,,,,,
TX,Texas,HARRIS,Morgans Point,La Porte,,,,,,
TX,Texas,HARRIS,Shoreacres,La Porte,,,,,,
TX,Texas,HARRIS,Sylvan Beach,La Porte,,,,,,
TX,Texas,ZAVALA,La Pryor,La Pryor,,,,,,
TX,Texas,JACKSON,La Salle,La Salle,,,,,,
TX,Texas,WILSON,La Vernia,La Vernia,,,,,,
TX,Texas,WILSON,Lavernia,La Vernia,,,,,,
TX,Texas,HIDALGO,La Villa,La Villa,,,,,,
TX,Texas,JACKSON,La Ward,La Ward,,,,,,
TX,Texas,BEXAR,Kelly Usa,Lackland A F B,,,,,,
TX,Texas,BEXAR,Lackland,Lackland A F B,,,,,,
TX,Texas,BEXAR,Lackland A F B,Lackland A F B,,,,,,
TX,Texas,BEXAR,Lackland AFB,Lackland A F B,,,,,,
TX,Texas,BEXAR,San Antonio,Lackland A F B,,,,,,
TX,Texas,BEXAR,Security Services,Lackland A F B,,,,,,
TX,Texas,BEXAR,Security Svc,Lackland A F B,,,,,,
TX,Texas,BEXAR,Wilford Hall,Lackland A F B,,,,,,
TX,Texas,BEXAR,Wilford Hall Usaf Hosp,Lackland A F B,,,,,,
TX,Texas,FANNIN,Ladonia,Ladonia,,,,,,
TX,Texas,BOSQUE,Clifton,Laguna Park,,,,,,
TX,Texas,BOSQUE,Laguna Park,Laguna Park,,,,,,
TX,Texas,RUSK,Laird Hill,Laird Hill,,,,,,
TX,Texas,DELTA,Lake Creek,Lake Creek,,,,,,
TX,Texas,DENTON,Hickory Creek,Lake Dallas,,,,,,
TX,Texas,DENTON,Lake Dallas,Lake Dallas,,,,,,
TX,Texas,BRAZORIA,Lake Jackson,Lake Jackson,,,,,,
TX,Texas,BRAZORIA,Richwood,Lake Jackson,,,,,,
TX,Texas,BANDERA,Lake Hills,Lakehills,,,,,,
TX,Texas,HALL,Lakeview,Lakeview,,,,,,
TX,Texas,DAWSON,La Mesa,Lamesa,,,,,,
TX,Texas,DAWSON,Lamesa,Lamesa,,,,,,
TX,Texas,LAMPASAS,Lake Victor,Lampasas,,,,,,
TX,Texas,LAMPASAS,Lampasas,Lampasas,,,,,,
TX,Texas,LAMPASAS,Naruna,Lampasas,,,,,,
TX,Texas,LAMPASAS,Nix,Lampasas,,,,,,
TX,Texas,LAMPASAS,Watson,Lampasas,,,,,,
TX,Texas,DALLAS,Lancaster,Lancaster,,,,,,
TX,Texas,WHARTON,Haid,Lane City,,,,,,
TX,Texas,WHARTON,Lane City,Lane City,,,,,,
TX,Texas,RUSK,Anadarko,Laneville,,,,,,
TX,Texas,RUSK,Fussel,Laneville,,,,,,
TX,Texas,RUSK,Laneville,Laneville,,,,,,
TX,Texas,RUSK,Pone,Laneville,,,,,,
TX,Texas,VAL VERDE,Langtry,Langtry,,,,,,
TX,Texas,WEBB,El Cenizo,Laredo,,,,,,
TX,Texas,WEBB,Laredo,Laredo,,,,,,
TX,Texas,WEBB,Rio Bravo,Laredo,,,,,,
TX,Texas,WEBB,Xerox Corporation,Laredo,,,,,,
TX,Texas,HENDERSON,Larue,Larue,,,,,,
TX,Texas,HENDERSON,Moore Station,Larue,,,,,,
TX,Texas,HENDERSON,New York,Larue,,,,,,
TX,Texas,WILLACY,Lasara,Lasara,,,,,,
TX,Texas,HOUSTON,Latexo,Latexo,,,,,,
TX,Texas,VAL VERDE,Del Rio,Laughlin AFB,,,,,,
TX,Texas,VAL VERDE,Laughlin AFB,Laughlin AFB,,,,,,
TX,Texas,COLLIN,Lavon,Lavon,,,,,,
TX,Texas,TAYLOR,Lawn,Lawn,,,,,,
TX,Texas,PARMER,Lazbuddie,Lazbuddie,,,,,,
TX,Texas,GALVESTON,League City,League City,,,,,,
TX,Texas,REAL,Leakey,Leakey,,,,,,
TX,Texas,TRAVIS,Jonestown,Leander,,,,,,
TX,Texas,TRAVIS,Lago Vista,Leander,,,,,,
TX,Texas,TRAVIS,Leander,Leander,,,,,,
TX,Texas,TRAVIS,Point Venture,Leander,,,,,,
TX,Texas,WILLIAMSON,Leander,Leander,,,,,,
TX,Texas,WILLIAMSON,Volente,Leander,,,,,,
TX,Texas,WILLIAMSON,Whitestone,Leander,,,,,,
TX,Texas,FAYETTE,Ledbetter,Ledbetter,,,,,,
TX,Texas,FAYETTE,Nechanitz,Ledbetter,,,,,,
TX,Texas,FAYETTE,Post Oak,Ledbetter,,,,,,
TX,Texas,FAYETTE,Waldeck,Ledbetter,,,,,,
TX,Texas,CAMP,Leesburg,Leesburg,,,,,,
TX,Texas,GONZALES,Leesville,Leesville,,,,,,
TX,Texas,GRAY,Lefors,Lefors,,,,,,
TX,Texas,POLK,Leggett,Leggett,,,,,,
TX,Texas,POLK,Seven Oaks,Leggett,,,,,,
TX,Texas,DONLEY,Lelia Lake,Lelia Lake,,,,,,
TX,Texas,ATASCOSA,Leming,Leming,,,,,,
TX,Texas,MARTIN,Lenorah,Lenorah,,,,,,
TX,Texas,LEON,Leona,Leona,,,,,,
TX,Texas,LEON,Midway,Leona,,,,,,
TX,Texas,FANNIN,Leonard,Leonard,,,,,,
TX,Texas,MCLENNAN,Leroy,Leroy,,,,,,
TX,Texas,HOCKLEY,Levelland,Levelland,,,,,,
TX,Texas,HOCKLEY,Pettit,Levelland,,,,,,
TX,Texas,DENTON,Copper Canyon,Lewisville,,,,,,
TX,Texas,DENTON,Double Oak,Lewisville,,,,,,
TX,Texas,DENTON,Highland Vill,Lewisville,,,,,,
TX,Texas,DENTON,Highland Village,Lewisville,,,,,,
TX,Texas,DENTON,Lewisville,Lewisville,,,,,,
TX,Texas,DENTON,Louisville,Lewisville,,,,,,
TX,Texas,LEE,Blue,Lexington,,,,,,
TX,Texas,LEE,Leo,Lexington,,,,,,
TX,Texas,LEE,Lexington,Lexington,,,,,,
TX,Texas,LEE,Tanglewood,Lexington,,,,,,
TX,Texas,WILLIAMSON,Liberty Hill,Liberty Hill,,,,,,
TX,Texas,LIBERTY,Ames,Liberty,,,,,,
TX,Texas,LIBERTY,Liberty,Liberty,,,,,,
TX,Texas,LIBERTY,Moss Bluff,Liberty,,,,,,
TX,Texas,LIBERTY,Moss Hill,Liberty,,,,,,
TX,Texas,JOHNSON,Lillian,Lillian,,,,,,
TX,Texas,LEE,Doak Springs,Lincoln,,,,,,
TX,Texas,LEE,Fedor,Lincoln,,,,,,
TX,Texas,LEE,Lincoln,Lincoln,,,,,,
TX,Texas,LEE,Loebau,Lincoln,,,,,,
TX,Texas,SMITH,Garden Valley,Lindale,,,,,,
TX,Texas,SMITH,Hide A Way,Lindale,,,,,,
TX,Texas,SMITH,Hide A Way Lake,Lindale,,,,,,
TX,Texas,SMITH,Hideaway,Lindale,,,,,,
TX,Texas,SMITH,Lindale,Lindale,,,,,,
TX,Texas,SMITH,Mt Sylvan,Lindale,,,,,,
TX,Texas,SMITH,Thedford,Lindale,,,,,,
TX,Texas,SMITH,Wood Springs,Lindale,,,,,,
TX,Texas,CASS,Carterville,Linden,,,,,,
TX,Texas,CASS,Lanier,Linden,,,,,,
TX,Texas,CASS,Linden,Linden,,,,,,
TX,Texas,CASS,New Colony,Linden,,,,,,
TX,Texas,COOKE,Lindsay,Lindsay,,,,,,
TX,Texas,ERATH,Lingleville,Lingleville,,,,,,
TX,Texas,HIDALGO,Linn,Linn,,,,,,
TX,Texas,HIDALGO,Puerto Rico,Linn,,,,,,
TX,Texas,HOOD,Lipan,Lipan,,,,,,
TX,Texas,LIPSCOMB,Lipscomb,Lipscomb,,,,,,
TX,Texas,WHARTON,Lissie,Lissie,,,,,,
TX,Texas,DENTON,Lakewood Village,Little Elm,,,,,,
TX,Texas,DENTON,Lakewood Vlg,Little Elm,,,,,,
TX,Texas,DENTON,Little Elm,Little Elm,,,,,,
TX,Texas,DENTON,Oak Point,Little Elm,,,,,,
TX,Texas,BELL,Academy,Little River Academy,,,,,,
TX,Texas,BELL,Little River Academy,Little River Academy,,,,,,
TX,Texas,BELL,Ltl Rvr Acad,Little River Academy,,,,,,
TX,Texas,LAMB,Littlefield,Littlefield,,,,,,
TX,Texas,BRAZORIA,Liverpool,Liverpool,,,,,,
TX,Texas,POLK,Ala Coushatta Ind Res,Livingston,,,,,,
TX,Texas,POLK,Escapees,Livingston,,,,,,
TX,Texas,POLK,Escapees Rv Club,Livingston,,,,,,
TX,Texas,POLK,Livingston,Livingston,,,,,,
TX,Texas,POLK,Segno,Livingston,,,,,,
TX,Texas,LLANO,Llano,Llano,,,,,,
TX,Texas,LLANO,Sunrise Beach,Llano,,,,,,
TX,Texas,CALDWELL,Lockhart,Lockhart,,,,,,
TX,Texas,CALDWELL,Mendoza,Lockhart,,,,,,
TX,Texas,CALDWELL,Seawillow,Lockhart,,,,,,
TX,Texas,FLOYD,Lockney,Lockney,,,,,,
TX,Texas,MARION,Lodi,Lodi,,,,,,
TX,Texas,MCCULLOCH,Lohn,Lohn,,,,,,
TX,Texas,MCCULLOCH,Pear Valley,Lohn,,,,,,
TX,Texas,MCCULLOCH,Waldrip,Lohn,,,,,,
TX,Texas,JACKSON,Lolita,Lolita,,,,,,
TX,Texas,LAMPASAS,Lometa,Lometa,,,,,,
TX,Texas,LAMPASAS,Scallorn,Lometa,,,,,,
TX,Texas,KIMBLE,London,London,,,,,,
TX,Texas,HUNT,Lone Oak,Lone Oak,,,,,,
TX,Texas,MORRIS,Lone Star,Lone Star,,,,,,
TX,Texas,PANOLA,Dotson,Long Branch,,,,,,
TX,Texas,PANOLA,Long Branch,Long Branch,,,,,,
TX,Texas,GREGG,Greggton,Longview,,,,,,
TX,Texas,GREGG,Lakeport,Longview,,,,,,
TX,Texas,GREGG,Longview,Longview,,,,,,
TX,Texas,GREGG,Longview Heights,Longview,,,,,,
TX,Texas,GREGG,Pinewood,Longview,,,,,,
TX,Texas,GREGG,Tenneryville,Longview,,,,,,
TX,Texas,GAINES,Loop,Loop,,,,,,
TX,Texas,ZAPATA,Falcon,Lopeno,,,,,,
TX,Texas,ZAPATA,Lopeno,Lopeno,,,,,,
TX,Texas,MITCHELL,Loraine,Loraine,,,,,,
TX,Texas,MCLENNAN,Golinda,Lorena,,,,,,
TX,Texas,MCLENNAN,Levi,Lorena,,,,,,
TX,Texas,MCLENNAN,Lorena,Lorena,,,,,,
TX,Texas,MCLENNAN,Rosenthal,Lorena,,,,,,
TX,Texas,CROSBY,Lorenzo,Lorenzo,,,,,,
TX,Texas,HIDALGO,Curvitas,Los Ebanos,,,,,,
TX,Texas,HIDALGO,Los Ebanos,Los Ebanos,,,,,,
TX,Texas,CAMERON,Bayview,Los Fresnos,,,,,,
TX,Texas,CAMERON,Indian Lake,Los Fresnos,,,,,,
TX,Texas,CAMERON,Los Fresnos,Los Fresnos,,,,,,
TX,Texas,CAMERON,Los Indios,Los Indios,,,,,,
TX,Texas,FALLS,Barclay,Lott,,,,,,
TX,Texas,FALLS,Durango,Lott,,,,,,
TX,Texas,FALLS,Goodville,Lott,,,,,,
TX,Texas,FALLS,Lott,Lott,,,,,,
TX,Texas,FALLS,Travis,Lott,,,,,,
TX,Texas,FALLS,Westphalia,Lott,,,,,,
TX,Texas,WHARTON,Louise,Louise,,,,,,
TX,Texas,WHARTON,Provident City,Louise,,,,,,
TX,Texas,HOUSTON,Lovelady,Lovelady,,,,,,
TX,Texas,YOUNG,Loving,Loving,,,,,,
TX,Texas,CONCHO,Lowake,Lowake,,,,,,
TX,Texas,CAMERON,Lozano,Lozano,,,,,,
TX,Texas,DALLAS,Lsi,LSI,,,,,,
TX,Texas,LUBBOCK,Buffalo Spgs,Lubbock,,,,,,
TX,Texas,LUBBOCK,Buffalo Springs,Lubbock,,,,,,
TX,Texas,LUBBOCK,City Of Lubbock,Lubbock,,,,,,
TX,Texas,LUBBOCK,Lubbock,Lubbock,,,,,,
TX,Texas,LUBBOCK,Texas Tech School Of Medicin,Lubbock,,,,,,
TX,Texas,LUBBOCK,United Marketing Of Texas,Lubbock,,,,,,
TX,Texas,JONES,Lueders,Lueders,,,,,,
TX,Texas,ANGELINA,Lufkin,Lufkin,,,,,,
TX,Texas,CALDWELL,Joliet,Luling,,,,,,
TX,Texas,CALDWELL,Luling,Luling,,,,,,
TX,Texas,CALDWELL,Stairtown,Luling,,,,,,
TX,Texas,HARDIN,Lumberton,Lumberton,,,,,,
TX,Texas,HARDIN,Rose Hill Acres,Lumberton,,,,,,
TX,Texas,HARDIN,Rose Hl Acres,Lumberton,,,,,,
TX,Texas,WILLACY,Los Coyotes,Lyford,,,,,,
TX,Texas,WILLACY,Lyford,Lyford,,,,,,
TX,Texas,WILLACY,Stockholm,Lyford,,,,,,
TX,Texas,BURLESON,Lyons,Lyons,,,,,,
TX,Texas,ATASCOSA,Lytle,Lytle,,,,,,
TX,Texas,HENDERSON,Enchanted Oak,Mabank,,,,,,
TX,Texas,HENDERSON,Enchanted Oaks,Mabank,,,,,,
TX,Texas,HENDERSON,Gun Barrel City,Mabank,,,,,,
TX,Texas,HENDERSON,Gun Barrel Cy,Mabank,,,,,,
TX,Texas,HENDERSON,Mabank,Mabank,,,,,,
TX,Texas,KAUFMAN,Gun Barrel City,Mabank,,,,,,
TX,Texas,KAUFMAN,Gun Barrel Cy,Mabank,,,,,,
TX,Texas,KAUFMAN,Mabank,Mabank,,,,,,
TX,Texas,BEXAR,Macdona,Macdona,,,,,,
TX,Texas,MADISON,Connor,Madisonville,,,,,,
TX,Texas,MADISON,Madisonville,Madisonville,,,,,,
TX,Texas,MONTGOMERY,Decker Pr,Magnolia,,,,,,
TX,Texas,MONTGOMERY,Decker Prairie,Magnolia,,,,,,
TX,Texas,MONTGOMERY,Magnolia,Magnolia,,,,,,
TX,Texas,MONTGOMERY,Stagecoach,Magnolia,,,,,,
TX,Texas,MONTGOMERY,The Woodlands,Magnolia,,,,,,
TX,Texas,HENDERSON,Log Cabin,Malakoff,,,,,,
TX,Texas,HENDERSON,Malakoff,Malakoff,,,,,,
TX,Texas,HILL,Malone,Malone,,,,,,
TX,Texas,TRAVIS,Manchaca,Manchaca,,,,,,
TX,Texas,TRAVIS,Cele,Manor,,,,,,
TX,Texas,TRAVIS,Daffan,Manor,,,,,,
TX,Texas,TRAVIS,Gregg,Manor,,,,,,
TX,Texas,TRAVIS,Kimbro,Manor,,,,,,
TX,Texas,TRAVIS,Manda,Manor,,,,,,
TX,Texas,TRAVIS,Manor,Manor,,,,,,
TX,Texas,TRAVIS,New Sweden,Manor,,,,,,
TX,Texas,TRAVIS,Webberville,Manor,,,,,,
TX,Texas,TARRANT,Mansfield,Mansfield,,,,,,
TX,Texas,BRAZORIA,Manvel,Manvel,,,,,,
TX,Texas,BAILEY,Maple,Maple,,,,,,
TX,Texas,BREWSTER,Marathon,Marathon,,,,,,
TX,Texas,BURNET,Granite Shls,Marble Falls,,,,,,
TX,Texas,BURNET,Highland Haven,Marble Falls,,,,,,
TX,Texas,BURNET,Highland Havn,Marble Falls,,,,,,
TX,Texas,BURNET,Marble Falls,Marble Falls,,,,,,
TX,Texas,BURNET,Meadowlakes,Marble Falls,,,,,,
TX,Texas,PRESIDIO,Marfa,Marfa,,,,,,
TX,Texas,PRESIDIO,Shafter,Marfa,,,,,,
TX,Texas,CASS,Marietta,Marietta,,,,,,
TX,Texas,GUADALUPE,Marion,Marion,,,,,,
TX,Texas,GUADALUPE,Santa Clara,Marion,,,,,,
TX,Texas,MATAGORDA,Markham,Markham,,,,,,
TX,Texas,FALLS,Marlin,Marlin,,,,,,
TX,Texas,FALLS,Mcclanahan,Marlin,,,,,,
TX,Texas,FALLS,Rocky Hill,Marlin,,,,,,
TX,Texas,LEON,Marquez,Marquez,,,,,,
TX,Texas,LEON,Vanetia,Marquez,,,,,,
TX,Texas,HARRISON,Blocker,Marshall,,,,,,
TX,Texas,HARRISON,Cave Springs,Marshall,,,,,,
TX,Texas,HARRISON,Darco,Marshall,,,,,,
TX,Texas,HARRISON,Gill,Marshall,,,,,,
TX,Texas,HARRISON,Grange Hall,Marshall,,,,,,
TX,Texas,HARRISON,Marshall,Marshall,,,,,,
TX,Texas,HARRISON,Nesbitt,Marshall,,,,,,
TX,Texas,MCLENNAN,Ben Hur,Mart,,,,,,
TX,Texas,MCLENNAN,Kirk,Mart,,,,,,
TX,Texas,MCLENNAN,Mart,Mart,,,,,,
TX,Texas,MCLENNAN,Watt,Mart,,,,,,
TX,Texas,CALDWELL,Martindale,Martindale,,,,,,
TX,Texas,NACOGDOCHES,Martinsville,Martinsville,,,,,,
TX,Texas,NOLAN,Maryneal,Maryneal,,,,,,
TX,Texas,MASON,Mason,Mason,,,,,,
TX,Texas,MASON,Streeter,Mason,,,,,,
TX,Texas,MOORE,Masterson,Masterson,,,,,,
TX,Texas,MOTLEY,Matador,Matador,,,,,,
TX,Texas,MATAGORDA,Matagorda,Matagorda,,,,,,
TX,Texas,SAN PATRICIO,Argenta,Mathis,,,,,,
TX,Texas,SAN PATRICIO,Hubert,Mathis,,,,,,
TX,Texas,SAN PATRICIO,Lake City,Mathis,,,,,,
TX,Texas,SAN PATRICIO,Mathis,Mathis,,,,,,
TX,Texas,SAN PATRICIO,San Patricio,Mathis,,,,,,
TX,Texas,SAN PATRICIO,Swinney Switch,Mathis,,,,,,
TX,Texas,SAN PATRICIO,Swinney Swtch,Mathis,,,,,,
TX,Texas,BOWIE,Carbondale,Maud,,,,,,
TX,Texas,BOWIE,Corley,Maud,,,,,,
TX,Texas,BOWIE,Maud,Maud,,,,,,
TX,Texas,ORANGE,Mauriceville,Mauriceville,,,,,,
TX,Texas,CALDWELL,Maxwell,Maxwell,,,,,,
TX,Texas,CALDWELL,Reedville,Maxwell,,,,,,
TX,Texas,BROWN,May,May,,,,,,
TX,Texas,CHEROKEE,Maydelle,Maydelle,,,,,,
TX,Texas,ELLIS,Maypearl,Maypearl,,,,,,
TX,Texas,UPTON,Mc Camey,Mc Camey,,,,,,
TX,Texas,UPTON,Mccamey,Mc Camey,,,,,,
TX,Texas,FISHER,Mc Caulley,Mc Caulley,,,,,,
TX,Texas,BASTROP,Mc Dade,Mc Dade,,,,,,
TX,Texas,BASTROP,Mcdade,Mc Dade,,,,,,
TX,Texas,MCLENNAN,Mc Gregor,Mc Gregor,,,,,,
TX,Texas,MCLENNAN,Mcgregor,Mc Gregor,,,,,,
TX,Texas,CASS,Mc Leod,Mc Leod,,,,,,
TX,Texas,CASS,Mcleod,Mc Leod,,,,,,
TX,Texas,TRAVIS,Mc Neil,Mc Neil,,,,,,
TX,Texas,TRAVIS,Mcneil,Mc Neil,,,,,,
TX,Texas,GUADALUPE,Mc Queeney,Mc Queeney,,,,,,
TX,Texas,GUADALUPE,Mcqueeney,Mc Queeney,,,,,,
TX,Texas,DICKENS,Mcadoo,Mcadoo,,,,,,
TX,Texas,HIDALGO,Bonner,Mcallen,,,,,,
TX,Texas,HIDALGO,Kane,Mcallen,,,,,,
TX,Texas,HIDALGO,Mc Allen,Mcallen,,,,,,
TX,Texas,HIDALGO,Mcallen,Mcallen,,,,,,
TX,Texas,HIDALGO,Mccoll,Mcallen,,,,,,
TX,Texas,VICTORIA,Mc Faddin,Mcfaddin,,,,,,
TX,Texas,VICTORIA,Mcfaddin,Mcfaddin,,,,,,
TX,Texas,COLLIN,Fairview,Mckinney,,,,,,
TX,Texas,COLLIN,Mc Kinney,Mckinney,,,,,,
TX,Texas,COLLIN,Mckinney,Mckinney,,,,,,
TX,Texas,GRAY,Mclean,Mclean,,,,,,
TX,Texas,TERRY,Meadow,Meadow,,,,,,
TX,Texas,BANDERA,Medina,Medina,,,,,,
TX,Texas,ARCHER,Megargel,Megargel,,,,,,
TX,Texas,COLLIN,Melissa,Melissa,,,,,,
TX,Texas,MCCULLOCH,Melvin,Melvin,,,,,,
TX,Texas,HALL,Memphis,Memphis,,,,,,
TX,Texas,MENARD,Menard,Menard,,,,,,
TX,Texas,LOVING,Mentone,Mentone,,,,,,
TX,Texas,HIDALGO,Heidelberg,Mercedes,,,,,,
TX,Texas,HIDALGO,Mercedes,Mercedes,,,,,,
TX,Texas,HIDALGO,Relampago,Mercedes,,,,,,
TX,Texas,HIDALGO,Rio Rico,Mercedes,,,,,,
TX,Texas,HIDALGO,Thayer,Mercedes,,,,,,
TX,Texas,TOM GREEN,Mereta,Mereta,,,,,,
TX,Texas,BOSQUE,Meridian,Meridian,,,,,,
TX,Texas,HUNT,Merit,Merit,,,,,,
TX,Texas,TAYLOR,Blair,Merkel,,,,,,
TX,Texas,TAYLOR,Merkel,Merkel,,,,,,
TX,Texas,TAYLOR,Noodle,Merkel,,,,,,
TX,Texas,TAYLOR,Stith,Merkel,,,,,,
TX,Texas,HILL,Mertens,Mertens,,,,,,
TX,Texas,IRION,Mertzon,Mertzon,,,,,,
TX,Texas,IRION,Sherwood,Mertzon,,,,,,
TX,Texas,DALLAS,Balch Springs,Mesquite,,,,,,
TX,Texas,DALLAS,Mesquite,Mesquite,,,,,,
TX,Texas,LIMESTONE,Fallon,Mexia,,,,,,
TX,Texas,LIMESTONE,Forest Glade,Mexia,,,,,,
TX,Texas,LIMESTONE,Mexia,Mexia,,,,,,
TX,Texas,LIMESTONE,Point Enterprise,Mexia,,,,,,
TX,Texas,LIMESTONE,Prairie Grove,Mexia,,,,,,
TX,Texas,LIMESTONE,Shiloh,Mexia,,,,,,
TX,Texas,DE WITT,Meyersville,Meyersville,,,,,,
TX,Texas,ROBERTS,Miami,Miami,,,,,,
TX,Texas,MEDINA,Castroville,Mico,,,,,,
TX,Texas,MEDINA,Mico,Mico,,,,,,
TX,Texas,MATAGORDA,Midfield,Midfield,,,,,,
TX,Texas,UPTON,Midkiff,Midkiff,,,,,,
TX,Texas,MIDLAND,Midland,Midland,,,,,,
TX,Texas,ELLIS,Midlothian,Midlothian,,,,,,
TX,Texas,MADISON,Elwood,Midway,,,,,,
TX,Texas,MADISON,Midway,Midway,,,,,,
TX,Texas,SABINE,Geneva,Milam,,,,,,
TX,Texas,SABINE,Milam,Milam,,,,,,
TX,Texas,SABINE,Miland,Milam,,,,,,
TX,Texas,SABINE,Milane,Milam,,,,,,
TX,Texas,SABINE,Mildland,Milam,,,,,,
TX,Texas,MILAM,Milano,Milano,,,,,,
TX,Texas,RUNNELS,Miles,Miles,,,,,,
TX,Texas,ELLIS,Iverson,Milford,,,,,,
TX,Texas,ELLIS,Milford,Milford,,,,,,
TX,Texas,CONCHO,Millersview,Millersview,,,,,,
TX,Texas,BRAZOS,Millican,Millican,,,,,,
TX,Texas,PARKER,Cool,Millsap,,,,,,
TX,Texas,PARKER,Millsap,Millsap,,,,,,
TX,Texas,RUSK,Henderson,Minden,,,,,,
TX,Texas,RUSK,Minden,Minden,,,,,,
TX,Texas,WOOD,Hainesville,Mineola,,,,,,
TX,Texas,WOOD,Hoard,Mineola,,,,,,
TX,Texas,WOOD,Mineola,Mineola,,,,,,
TX,Texas,WOOD,West Mineola,Mineola,,,,,,
TX,Texas,PALO PINTO,Fort Wolters,Mineral Wells,,,,,,
TX,Texas,PALO PINTO,Mineral Wells,Mineral Wells,,,,,,
TX,Texas,PALO PINTO,Salesville,Mineral Wells,,,,,,
TX,Texas,BEE,Kenedy,Mineral,,,,,,
TX,Texas,BEE,Mineral,Mineral,,,,,,
TX,Texas,PALO PINTO,Mingus,Mingus,,,,,,
TX,Texas,WEBB,Aguilares,Mirando City,,,,,,
TX,Texas,WEBB,Mirando City,Mirando City,,,,,,
TX,Texas,WEBB,Ojuelas,Mirando City,,,,,,
TX,Texas,HIDALGO,Abram,Mission,,,,,,
TX,Texas,HIDALGO,Alton,Mission,,,,,,
TX,Texas,HIDALGO,Chihuahua,Mission,,,,,,
TX,Texas,HIDALGO,Citrus City,Mission,,,,,,
TX,Texas,HIDALGO,Granjeno,Mission,,,,,,
TX,Texas,HIDALGO,Havana,Mission,,,,,,
TX,Texas,HIDALGO,Madero,Mission,,,,,,
TX,Texas,HIDALGO,Mission,Mission,,,,,,
TX,Texas,HIDALGO,Palmhurst,Mission,,,,,,
TX,Texas,HIDALGO,Palmview,Mission,,,,,,
TX,Texas,HIDALGO,Perezville,Mission,,,,,,
TX,Texas,HIDALGO,Sharyland,Mission,,,,,,
TX,Texas,FORT BEND,Missouri City,Missouri City,,,,,,
TX,Texas,FORT BEND,Sienna Plant,Missouri City,,,,,,
TX,Texas,FORT BEND,Sienna Plantation,Missouri City,,,,,,
TX,Texas,WHEELER,Mobeetie,Mobeetie,,,,,,
TX,Texas,WHEELER,Old Mobeetie,Mobeetie,,,,,,
TX,Texas,WARD,Monahans,Monahans,,,,,,
TX,Texas,WARD,Thorntonville,Monahans,,,,,,
TX,Texas,CHAMBERS,Mont Belvieu,Mont Belvieu,,,,,,
TX,Texas,MONTAGUE,Montague,Montague,,,,,,
TX,Texas,ANDERSON,Blackfoot,Montalba,,,,,,
TX,Texas,ANDERSON,Bradford,Montalba,,,,,,
TX,Texas,ANDERSON,Montalba,Montalba,,,,,,
